id,duration,bitrate,bitrate.video.,height,width,frame.rate,frame.rate.est..,codec,category
SidO-V-TKC4,51,6031,5877,1920,1080,30,30,h264,Sports
SlIU-QSRZTU,922,4458,4264,1920,1080,29.97,29.97,h264,Gaming
MY6e-cDKgD4,275,6204,6010,1920,1080,25,25,h264,Music
04II-BxvwKI,16,812,688,480,270,29.97,0,h264,Comedy
uXqe-1tkvHU,141,261,130,320,240,30,0,h264,People & Blogs
QhO4-uyMQe0,316,2150,1955,1440,1080,29.97,29.97,h264,Music
ML5f-OzC2ZI,214,652,528,480,360,25,0,h264,People & Blogs
Ld-_-pxWaeM,6,4377,4187,1920,1080,29.97,29.97,h264,Education
KVz-jr4UHnM,112,376,279,320,240,29.97,29.97,h264,Autos & Vehicles
k-U5-neBLco,18,2144,2019,1280,720,23.98,23.98,h264,Entertainment
2rJz-7mR2DQ,43,378,300,480,272,30,0,h264,Entertainment
lMdb2oLwRco,12,6191,5998,1920,1080,25,25,h264,Pets & Animals
WLfG-GIMqts,564,463,368,320,240,15,0,h264,Entertainment
8DhF-jnLYYk,188,1096,940,1278,720,10,10,h264,Gaming
dcMa-x22hOA,373,6188,5994,1920,1080,30,29.97,h264,Entertainment
J50nD-5Nfkk,160,756,633,854,480,29.97,0,h264,Music
3dao-FpUQZE,134,393,296,176,144,15,0,h264,People & Blogs
_nIz-d60wi8,14,2365,2218,720,1280,30,30,h264,Comedy
6sxD-NpB4aQ,15,479,352,480,360,6,6,h264,Science & Technology
If4x-oytKKw,30,241,161,640,356,15,0,h264,People & Blogs
a6HJ-P-qVbk,36,3116,3000,1280,720,24,23.94,h264,News & Politics
dySm-C8aP4E,406,758,636,640,480,29.97,0,h264,Travel & Events
7noI-KVebeM,10,1280,1170,852,480,30,0,h264,Gaming
1BG7-jb162I,90,549,454,568,320,30,0,h264,Pets & Animals
TBZY-cCbcp4,508,521,392,640,360,30,0,h264,Howto & Style
KQU2-6_Lyxs,8,188,105,176,144,15,0,h264,Entertainment
JWMg-M-i8LU,67,1999,1871,1280,720,25,25,h264,People & Blogs
HSTyrc9CY34,69,615,489,720,480,29.97,0,h264,Sports
9F5H-iVkImk,314,9992,9798,1080,1920,24.92,24.92,h264,People & Blogs
AfRc-fnNAA4,143,227,92,720,480,29.97,0,h264,Music
ssQ7-vbV_yg,362,1811,1657,1920,1080,29.97,29.97,h264,Autos & Vehicles
OktY-TjWe_g,300,946,828,852,480,29.97,0,h264,Entertainment
yq7W-g3JB5Q,1495,1026,943,770,480,30,0,h264,Gaming
3B5e-6yrBUo,144,1208,1097,800,480,24,0,h264,Entertainment
ZGe8-4y1XBI,208,635,516,640,480,30,0,h264,Entertainment
hPuA-kcJefI,100,3229,3071,1920,1080,29.92,29.97,h264,News & Politics
b98v-iLWquE,48,635,503,480,360,29.97,29.97,h264,People & Blogs
YKhh-9KlDx0,524,2939,2744,1280,720,30,30,h264,Gaming
rB5s-9VNVwA,901,3169,2974,1280,720,25,25,h264,Film & Animation
LGlO-9A7Cms,93,3081,2935,1280,720,29.97,29.97,h264,Education
cPhj-a627aw,81,925,815,640,480,29.97,0,h264,Gaming
BFEd-wqtSn0,120,493,364,480,320,24,0,h264,Travel & Events
9DAe-TFPeaU,33,433,335,272,480,30,0,h264,Comedy
nTll-7t9mEc,630,275,141,640,360,30,0,h264,People & Blogs
GAeT-nIB84Y,89,901,782,640,356,25,0,h264,Sports
1kz0-7Mh34g,200,159,88,208,160,20,0,h264,Travel & Events
AmJu-NYpiy0,253,172,163,576,360,15,0,h264,Howto & Style
G_ll-SJnTfw,116,253,183,320,240,15,0,h264,Entertainment
IYFY-Vs8oX8,205,5984,5906,1920,1080,29.97,29.97,h264,Entertainment
ESQH-XPs5MY,763,3405,3211,1920,1080,29.97,29.97,h264,People & Blogs
UrSj-ppNlEI,136,3118,3040,1280,720,29.97,29.97,h264,Music
d-rQ-KXJusI,221,3105,3026,1280,720,30,30,h264,Music
U2Sv-OWEN7g,6236,1496,1302,1280,720,29.97,29.97,h264,News & Politics
hfKd-aEw-vw,94,2440,2281,1280,720,29.92,29.96,h264,Autos & Vehicles
aFbt-QLmrEw,166,176,171,640,480,6,0,h264,Howto & Style
mD6i-7UFJzk,1535,427,296,640,480,30,0,h264,People & Blogs
je6l-HVa_Cw,1402,209,107,480,360,24,0,h264,Education
sojE-Gv9vl8,39,479,347,640,480,25,0,h264,Autos & Vehicles
grg2-5WMzfg,122,725,603,640,360,25,0,h264,Sports
LGr-dV4Mlac,126,3152,3020,1280,720,25,25,h264,News & Politics
xQuQ-QOFYvQ,241,230,174,176,144,14.92,0,h264,Entertainment
QlLz-gbjuPI,13,525,410,568,320,30,0,h264,Comedy
f39e-ueJvbM,46,2133,2003,406,720,29.95,29.95,h264,Sports
RY5D-yj5RNo,263,326,211,640,480,29.97,0,h264,Music
v5vP-1FdqTA,31,723,599,640,360,29.97,0,h264,Music
6j-F-B5J4ok,258,512,416,568,320,30,0,h264,Comedy
4iH2-xbYVYA,150,439,309,640,480,29.97,0,h264,Entertainment
bbIN-fs8W1E,108,1770,1617,1280,720,25,25,h264,Film & Animation
c9ja-AIbSUE,178,1220,1174,640,480,29.97,0,h264,People & Blogs
_bht-RpgBn4,281,258,124,478,360,25,0,h264,People & Blogs
brbu--Dn_1s,87,1243,0,854,480,12,0,vp8,Sports
yY-B-8mFrrg,211,443,316,320,262,25,25,h264,Music
kVnZkO1K4a0,205,1290,1135,1920,1080,29.97,29.97,h264,Music
TnNd-hQSnrI,167,626,526,272,480,29.97,0,h264,Comedy
22E5-fdrPwY,999,429,301,512,288,15,0,h264,Entertainment
FcV-D8G4Bdk,63,505,377,480,360,29.97,0,h264,Entertainment
EhAZ-vvTKpU,113,609,483,640,480,29,0,h264,Autos & Vehicles
wNoL-zRzUcc,667,463,334,640,480,25,0,h264,Education
RM0m-cHcXTg,175,831,743,640,480,29.97,0,h264,Entertainment
2vZZ-2fbxF0,453,565,438,640,480,29.97,0,h264,Gaming
gUBZ-lWst6U,185,1460,1306,960,720,29.97,29.97,h264,Entertainment
mwOQ-oiUIwk,50,594,467,640,480,30,0,h264,People & Blogs
EqxZ-_JTZlk,206,3582,3457,1920,1080,25,25,h264,Music
Otdg-9PUBsI,356,919,800,640,480,29.97,0,h264,Entertainment
CRZx-twiBrY,272,905,820,640,480,15,0,h264,Travel & Events
OJxW-2dno3Q,9,423,288,640,360,29.97,0,h264,Film & Animation
TAWj-nr3ApI,308,698,574,640,360,29.97,0,h264,Science & Technology
wncg-zT8cik,16,1348,1236,854,480,29.92,0,h264,Sports
jNmu-maDZ0c,58,2590,2511,1280,720,30,30,h264,People & Blogs
EmrI-ME6iC8,498,205,108,320,240,14.99,0,h264,Education
GmnQ-fr1zZY,130,468,346,900,720,30,30,h264,Science & Technology
axxI-N0-UnQ,247,1639,1444,1440,1080,29.97,29.97,h264,Music
m8y9-kODhaE,63,1188,1076,640,480,30,0,h264,People & Blogs
Set4--79pYc,227,341,209,400,300,25,0,h264,People & Blogs
Fgg1-ldv7Ec,2916,1709,1514,1920,1080,30,30,h264,Gaming
nJAB-H2tGH8,290,3048,2853,1280,720,24,24,h264,Music
3YXPw_mqpOo,504,491,363,640,360,25,0,h264,News & Politics
iPDy-CE_W88,27,4365,4264,720,1280,29.97,29.99,h264,People & Blogs
8Ewv-WYAGIg,296,3241,3113,1440,1080,30,30,h264,Music
uI-gdtewBZ0,178,875,809,600,480,30,0,h264,Travel & Events
ThVh-ycccZg,1057,3731,3536,1920,1080,29.97,29.97,h264,Sports
Vud-VyO5XGM,217,907,713,960,720,29.97,29.97,h264,Gaming
pKnc-zQ6wmU,96,2114,2007,1280,720,29.92,29.96,h264,Entertainment
I65P--N-FGI,796,2287,2132,1280,720,25,25,h264,Autos & Vehicles
QSJQ-saWWvI,293,250,133,640,480,25,0,h264,Music
x7XW-C3AqSs,498,4881,4686,1920,1080,23.98,23.98,h264,Gaming
VLMo-m3_aW8,365,733,538,1276,720,30,30,h264,Education
BcTh-hCji1w,189,212,132,176,144,12,0,h264,Entertainment
fSgA-AA50Is,35,262,152,352,288,25,0,h264,Entertainment
7Y4a-VKVsso,37,401,347,320,240,29.92,0,h264,Entertainment
IsiU-Wfb1Qg,33,3112,2967,1280,720,30,30,h264,Comedy
01C3-creiHQ,60,439,334,272,480,29.97,0,h264,Comedy
nZLU-sFvZ3s,107,560,432,640,480,29.97,0,h264,Science & Technology
vWAt-ZPvA28,468,5547,5413,1920,1080,29.92,29.97,h264,Music
SdAN-Ky3nHY,121,856,756,720,480,29.97,0,h264,People & Blogs
5HnO-L8y1y8,96,628,501,480,360,25,25,h264,Entertainment
46CR-jA68V8,294,408,310,352,288,25,0,h264,Entertainment
KxsH-CIESxE,48,780,657,640,480,29.97,0,h264,Education
73TY-hmtIqk,15,1192,1113,640,480,25,0,h264,Music
6cEq-pFEtNc,20,2638,2559,1280,720,29.97,29.97,h264,Film & Animation
Nt5Z-Bq9xtk,24,376,298,640,480,29.92,0,h264,Travel & Events
CtJB-7ba2QI,247,609,483,854,480,25,0,h264,Education
TXHy-RH6zsA,581,134,67,320,240,14.99,0,h264,Music
_vOW-X3kX6k,242,429,299,420,316,25,0,h264,Education
T9p-dHrKI_g,98,1477,1282,1440,1080,29.97,29.97,h264,Music
g0Sb-H70oio,121,460,332,640,480,24,0,h264,People & Blogs
6K5-AFFJk1k,1145,711,587,640,480,29.97,0,h264,Entertainment
wNSp-pgFlDQ,113,1018,939,640,480,29.97,0,h264,Entertainment
M2An-RljB94,23,781,691,626,360,29.92,0,h264,Gaming
hl4S-MnSVgI,140,863,743,640,480,25,0,h264,Music
Dnfi-QdcjWE,226,363,283,320,240,15,0,h264,Entertainment
JRaS-L2-cak,83,1038,925,640,480,8,0,h264,Music
r1jf-5Z0NfM,20,619,491,640,480,30,0,h264,Entertainment
8pVz-Hyfso8,89,781,660,640,480,24,0,h264,People & Blogs
Vuap-R-sg9Y,532,750,628,320,240,25,0,h264,Entertainment
vChN-EJKntU,24,177,110,160,120,15,0,h264,Entertainment
RSsE-UvA_DQ,189,305,236,320,240,14.99,0,h264,People & Blogs
ypSs-6gS1Ww,19,2357,2223,1280,720,29.97,30,h264,Comedy
LG-X-1xZmcM,84,466,390,480,360,30,0,h264,Comedy
TAoi-VE3vSs,179,1117,1004,600,480,25,0,h264,Music
v5R6-7kcrIs,233,885,800,640,360,30,0,h264,Music
5CyS-eVH4L0,327,1003,848,1280,720,29.97,29.97,h264,Music
tw5C--vAtdE,283,755,632,640,480,29.97,0,h264,Music
jqnv-Dl9Pao,49,6198,6003,1920,1080,29.92,29.92,h264,People & Blogs
84vH-zTTHq8,98,479,374,320,240,30,30,h264,Entertainment
sVAu-QfSxe8,238,733,610,640,480,29.97,0,h264,Music
IOyr-1Nknhk,19,1297,1182,854,480,30,0,h264,Sports
5dcn-8KQJRE,223,459,329,640,360,25,0,h264,Howto & Style
2YXS-WGsZNA,71,3087,2938,1280,720,29.97,29.97,h264,Music
Zmnq-1SXl_4,149,865,762,640,480,29.97,0,h264,Music
HRAt-bprVBI,16,1023,940,640,480,29.97,0,h264,People & Blogs
UX-8-AWzNlA,21,237,126,160,120,15,15,h264,Pets & Animals
YBMW-TY-zCQ,90,1721,1526,1920,1080,25,25,h264,Music
V7Jy-BBF1N8,70,552,424,640,480,29,0,h264,Autos & Vehicles
2Oz0-e8xDWs,52,5124,4930,1920,1080,30,30,h264,People & Blogs
sXhP-GmKid8,113,1147,1000,960,720,25,25,h264,Film & Animation
m67M-Cx54bY,244,411,334,360,480,30,0,h264,People & Blogs
3jhr-FAMXho,393,1439,1244,1280,720,29.97,29.97,h264,Science & Technology
fZ0X-DMbVjE,237,843,723,640,480,29.92,0,h264,Music
d4ic-DhXm3I,439,1279,1169,640,480,29.97,0,h264,News & Politics
RE5i-1le1Hc,133,519,391,272,480,29.97,0,h264,Travel & Events
3huv-U0th9Y,95,116,42,320,240,14.67,0,h264,People & Blogs
y4T_-x1MgZ4,26,4178,4173,1440,1080,29.97,29.97,h264,Film & Animation
GH6J-IjztxE,266,667,543,638,360,29.97,0,h264,Sports
tFZN-SzPSZk,7,3134,2950,1280,720,25,25,h264,Sports
fmt7-Mhg8qM,201,977,783,1440,1080,29.97,29.97,h264,People & Blogs
tQrC-HvNExI,37,648,520,480,320,29.97,29.97,h264,Autos & Vehicles
2OgH-DSHk04,162,1461,1267,1280,720,25,25,h264,Science & Technology
GXMx-gw15CE,899,422,333,640,360,29.97,0,h264,Howto & Style
ae8w-yJhKWo,158,250,149,176,144,15,0,h264,Education
RnmR-NfayGQ,62,403,281,320,240,29.97,0,h264,Gaming
6Moj-7X2fiw,35,2972,2895,1280,720,30,30,h264,Pets & Animals
1E6E-Ax89EU,105,253,173,640,480,29.97,0,h264,Music
Hpli-q3oqQ8,128,2817,2682,1920,1080,29.92,29.97,h264,People & Blogs
_QxI-VBR8BA,27,420,342,272,480,30,0,h264,Travel & Events
zM1q-AL13-8,7,248,149,320,240,15,15,h264,Pets & Animals
cDVyse-7q-8,68,785,665,480,360,30,0,h264,News & Politics
1C5m-lG4b1M,69,268,191,320,240,54.92,0,h264,People & Blogs
oWc7-9NV6b0,59,922,821,640,480,29.97,0,h264,Sports
Z2Fr-E3liGs,7,667,573,320,240,9,0,h264,People & Blogs
UV9c-7wbGRI,21,1066,949,720,480,29.83,0,h264,Entertainment
Fsdf-l884mM,680,2416,2261,1280,720,29.97,29.97,h264,Entertainment
mP5L-69ohkg,23,3146,3000,1280,720,30,30,h264,Gaming
yB-7-qy0ZM4,12,632,503,480,360,29.88,29.88,h264,Entertainment
RFR6-85T-c8,605,585,459,470,360,25,0,h264,Nonprofits & Activis
tBka-FykmzQ,21,246,186,176,144,23.92,0,h264,Comedy
55Yd-97qVdQ,5,1162,1102,640,480,24,0,h264,Gaming
W6z7-sZ9wA4,24,938,818,720,480,29.5,0,h264,Autos & Vehicles
Gvm5-P7654Y,1976,539,412,640,480,25,0,h264,People & Blogs
Geuy-iV6H0U,75,1291,1181,640,480,30,0,h264,Pets & Animals
ooXX-zEGbCA,253,1104,993,640,480,29.97,0,h264,Music
afuP-n774Tg,28,759,693,640,352,29.97,0,h264,Autos & Vehicles
Nta2-et_eRg,50,4230,4037,1920,1080,25,25,h264,People & Blogs
nfIF-aYK454,74,606,500,480,360,24,24,h264,Sports
_P8E-xJE6bA,160,547,473,360,480,30,0,h264,Comedy
oCqu-e_E8JU,17,265,129,320,240,25,0,h264,Science & Technology
Bk_x--wqBGM,114,1389,1256,960,720,29.97,29.97,h264,Entertainment
7ZXP-DSXGzg,153,780,657,640,480,30,0,h264,Music
0oij-NVaV7A,31,775,686,480,360,29.97,0,h264,Travel & Events
BbQE-5akJO4,1975,433,303,640,338,30,0,h264,Education
K9Z2-lFNBd0,105,2259,2064,1280,718,30,30,h264,Gaming
hIi0-qaeLiQ,69,432,301,480,270,24,0,h264,Autos & Vehicles
QCg6-65PJYY,82,475,347,480,360,25,25,h264,Entertainment
J0KB-zCty5o,795,1212,1100,640,480,29.97,0,h264,Travel & Events
LLOY-fX3AP8,323,908,790,640,360,23.98,0,h264,Gaming
WxSV-2qynPo,35,383,303,320,240,15,0,h264,Gaming
jvTw-pcv3dI,249,1234,1176,640,480,30,0,h264,People & Blogs
ZTn-XhVs0M4,2698,431,301,320,240,29.92,0,h264,News & Politics
Hdvc-Yvkhc0,1130,1681,1486,1280,720,25,25,h264,Music
cg-d-O7fr5M,93,597,500,480,360,29.97,29.97,h264,Music
5nda-gbczF8,345,1650,1455,1440,1080,29.97,29.97,h264,Music
CxuL-wiWb7Y,434,422,293,176,144,15,0,h264,People & Blogs
-76AH-3NzXk,900,1216,1058,960,720,30,29.9,h264,Education
Pp8I-kalghY,240,497,407,320,320,29.97,0,h264,Music
LkBf-jd00K8,224,609,501,320,240,29.97,29.97,h264,Music
cBCi-rq4zxg,72,373,294,320,240,30,0,h264,People & Blogs
0DmZ-_cfHMQ,65,612,485,640,360,29.97,0,h264,People & Blogs
bKNp-I0quIY,89,1255,1061,1280,720,29.97,29.97,h264,People & Blogs
HY1a-loYGvU,13,810,796,626,360,29.92,0,h264,Entertainment
DYtm-ztQCt8,757,3053,2975,1280,720,29.97,29.97,h264,People & Blogs
hHQe-Q7wyHk,392,250,189,320,240,20,0,h264,Music
Vt__-V05PmU,30,428,299,320,240,10,0,h264,Entertainment
97Sa-WgUjKE,273,418,287,480,272,29.97,0,h264,Entertainment
RRd5-td__BE,149,1483,1288,1280,720,29.97,29.97,h264,Entertainment
qmyF-6huIik,34,419,342,320,240,15.17,0,h264,Travel & Events
UN1B-KJGCPM,148,2136,2006,1280,720,29.97,29.97,h264,Sports
5qWz-uemJ4w,28,621,502,480,272,29.97,0,h264,Entertainment
IiDHNjd9LZY,530,596,484,600,480,25,0,h264,Entertainment
baHJ-mU-Y7o,248,1983,1862,1600,1200,29.97,29.97,h264,People & Blogs
MMmp-RwyQ4E,259,1258,1148,640,480,29.97,0,h264,Education
ygs5-_buZMc,120,321,263,320,240,30,0,h264,Entertainment
niQb-K8lLZ8,59,1232,1174,640,480,30,0,h264,Gaming
pYzH-MgjPCQ,181,475,380,480,360,15,0,h264,Entertainment
ONrp-h23OBs,596,2693,2535,1164,720,29.92,29.97,h264,Gaming
eRLO-83e29c,24,651,525,854,356,24,0,h264,Education
I5D3-DBTaRM,87,1524,1368,1280,720,24,23.98,h264,Gaming
7ouv-SgVhkA,191,582,488,568,320,30,0,h264,Music
xpj-dxZ19p4,458,365,258,640,480,25,0,h264,Education
Y70L-IfZGoE,17,810,705,854,480,26.42,0,h264,Gaming
y-sh-V_L09s,216,2362,2217,1920,1080,29.92,29.97,h264,Music
siZu-icsYKw,141,482,353,640,480,29.97,0,h264,Entertainment
Zf--i-Bj8is,121,602,500,480,360,30,30,h264,Comedy
H5HT-APbt-U,108,681,583,450,360,25,0,h264,Film & Animation
3_fF9rtYCQ0,257,3325,3131,1920,1080,29.97,29.97,h264,Music
dl0H-OBc4pE,263,305,171,640,480,29.92,0,h264,Music
zJZ8-cd66Yk,277,311,210,320,240,30,0,h264,Gaming
1SRc-hy4SYg,109,487,365,450,360,30,30,h264,Education
mb8D-kumiFE,363,639,514,854,470,30,0,h264,News & Politics
ItuL-zjpK98,901,791,597,1440,1080,29.97,29.97,h264,Music
mYjV-tkHZic,144,248,133,192,144,15,15,h264,Music
ZhFndDNegBo,1105,1149,1041,854,480,29.97,0,h264,People & Blogs
Wi3X-qo8KDk,102,3584,3431,1920,1080,29.97,29.97,h264,Autos & Vehicles
eoBY-W_FVgY,19,410,306,352,288,13.28,13.28,h264,Pets & Animals
JtWv-RUrwq4,98,5486,5292,1920,1080,30,30,h264,People & Blogs
IrQc-TedkOI,197,353,271,192,144,32.92,0,h264,Sports
uWtixejfIzg,196,994,877,640,480,30,0,h264,Film & Animation
RzAJ-OCNxAg,131,420,321,320,240,29.97,0,h264,Entertainment
Rjuh-gqWVro,22,1029,965,640,480,29.97,0,h264,People & Blogs
WVcb-gGw9UE,66,150,48,192,144,6,0,h264,Autos & Vehicles
xHNz-mhFdZo,11,1262,1152,852,480,29.97,0,h264,Gaming
fIdd-mjwp8g,8,390,280,320,240,29.84,29.84,h264,Sports
j3YC-2ShRgI,130,239,239,450,360,7,7,h264,News & Politics
tt7mPUyUp_g,62,947,828,320,240,30,0,h264,Autos & Vehicles
Ymmf-xviySw,215,385,269,640,480,29.97,0,h264,People & Blogs
4Tbq7Ggp3ns,3293,913,794,640,480,29.92,0,h264,People & Blogs
ZwEv-KgMk7E,912,346,249,384,288,7.5,0,h264,Entertainment
svnc-hsaE-0,430,497,386,640,480,30,0,h264,Music
IJM7-d4ihwM,222,396,281,320,240,30,30,h264,Education
TP9N-tZU94I,21,385,306,320,240,30,0,h264,Autos & Vehicles
rNZJ-KKAKec,193,513,383,640,360,29.97,0,h264,Entertainment
itOc-5jcacE,102,533,454,800,480,10,0,h264,Entertainment
BkKK-7IEBMM,51,596,502,720,480,29.97,0,h264,Entertainment
7hAP-od7Uvc,148,192,110,320,240,29.97,0,h264,People & Blogs
pum4-2WCH4M,470,684,576,640,480,30,0,h264,People & Blogs
5M5O-mYzUpQ,695,213,77,854,480,30,0,h264,Entertainment
daDt-hsRYeo,401,256,124,352,288,15,0,h264,Music
1BMK-JUi1aQ,133,2609,2451,1280,720,29.97,29.97,h264,People & Blogs
lepU-r3k-lU,105,753,641,480,360,25,0,h264,Film & Animation
yzJn-1N_NZw,17,3100,2948,1280,720,29.97,29.97,h264,People & Blogs
sWhD-iD0_t4,31,1709,1515,1440,1080,29.97,29.97,h264,Gaming
ox1RwpSspdU,269,1108,994,854,480,29.97,0,h264,People & Blogs
m5GL-ZaEezg,667,705,582,640,480,29.97,0,h264,People & Blogs
1V9E-LDLqMY,580,597,402,632,720,29.97,29.97,h264,Music
VQie-kQtJ8U,48,6097,5945,1920,1080,30,30,h264,Entertainment
kCOp-PeipaM,107,2315,2160,1280,720,30,30,h264,People & Blogs
3cH-5siFcRg,96,350,211,352,288,29.96,29.96,h264,News & Politics
w35X-g3e008,48,429,299,176,144,30,0,h264,People & Blogs
y20j-1g4zJo,153,433,303,322,240,25,0,h264,Sports
iMuh-JEG2iY,301,509,380,640,360,29.97,0,h264,Entertainment
_W-A-f5TgJE,22,867,824,640,480,29.97,0,h264,Entertainment
l7CY-zoUHFE,266,299,171,320,240,6,6,h264,Music
HMie-I2jsXo,422,477,348,640,480,30,0,h264,Entertainment
zKRf-TmMvGU,123,771,648,640,480,30,0,h264,Travel & Events
ciLz-5BkTR4,75,375,244,176,144,15,0,h264,People & Blogs
jZHR-T0Cg5Q,56,1764,1606,1280,720,29.97,29.99,h264,People & Blogs
X9M6-mb63f8,233,434,301,352,240,29.97,29.97,h264,People & Blogs
VxiY-KH9beA,50,495,398,360,480,29.97,0,h264,Pets & Animals
zDFY-vImMiA,52,1106,1052,320,240,29.97,0,h264,People & Blogs
jJ2IBK8SpkQ,131,442,313,320,240,19,0,h264,People & Blogs
YNI2-fTHdhw,9,248,185,320,240,10,0,h264,People & Blogs
vm8d-K85InQ,147,549,475,480,360,25,0,h264,News & Politics
kKFk-7yVMYE,154,394,309,352,240,29.92,0,h264,Comedy
Ekz9-B3yyEM,9,688,565,360,480,30,0,h264,Music
cErh-DBHjmg,209,2693,2498,1440,1080,29.97,29.97,h264,Education
s-Lp-l6OFF4,28,903,783,626,360,29.97,0,h264,Gaming
6wQA-9bT_a0,6,1735,1540,1440,1080,29.97,29.97,h264,People & Blogs
aRId-J19Vgo,189,3034,2877,1280,720,29.92,29.97,h264,Music
xjZH-O-UI7U,245,299,165,640,480,29.97,0,h264,People & Blogs
ebPZ-yl9-yw,20,489,440,320,240,29.97,0,h264,Sports
p7Um-fI59u8,4,193,133,320,240,17,0,h264,People & Blogs
gpfq-rwqgAk,44,3198,3005,1238,720,30,30,h264,Gaming
e1eV-TOACr4,117,3008,2813,1920,1080,29.97,29.97,h264,Science & Technology
9KyG-60BkyA,329,3595,3467,1920,1080,29.97,29.97,h264,Entertainment
JTij-BHztIs,134,303,195,320,240,29.97,29.97,h264,Entertainment
nUmq-SebeFc,72,675,582,640,360,25,0,h264,Entertainment
LK3s-LenskU,90,1026,921,654,480,29.97,0,h264,Sports
W6Li-JWH3YI,236,2831,2637,1280,720,25,25,h264,People & Blogs
fnup-59rkRM,24,2212,2085,1280,720,29.97,29.97,h264,Film & Animation
z3K-aPef-H0,358,3008,2814,1920,1080,25,25,h264,Howto & Style
Jhnl-OLZl2Y,89,397,312,320,240,15,0,h264,Education
CcTd-tQIqy4,41,395,297,176,144,20,0,h264,Entertainment
fkhN-xWNaAY,65,378,299,320,240,30,0,h264,People & Blogs
s0Ah-wFwbYQ,28,7523,7388,1280,720,29.97,29.99,h264,Sports
XV21-RERTek,300,592,466,640,480,29.97,0,h264,Gaming
IPiY-vpOuds,156,139,89,192,144,7,0,h264,People & Blogs
wr_U-PgSUnI,112,764,677,640,360,29.97,0,h264,Entertainment
3lRH-3re1GU,287,580,421,1440,1080,29.92,29.97,h264,Music
tFEu-CFhmZY,25,510,380,640,480,29.97,0,h264,Music
rRfg-Vj8k58,576,503,374,640,480,29.97,0,h264,Film & Animation
NIJV-oxLgpY,142,110,101,384,288,25,0,h264,Gaming
KY2v-t1uZWk,73,190,122,300,240,25,0,h264,Gaming
tspQ-Xu1500,1108,445,315,640,480,25,0,h264,People & Blogs
A83y-5vYJ8I,2859,366,234,854,480,29.97,0,h264,Music
yhgU-BQn9ws,56,3067,2980,960,720,15,15,h264,Entertainment
N5qo-Jnjssc,195,2031,1836,1244,720,30,30,h264,People & Blogs
7R4E-OSJ9Kw,356,370,287,320,240,18,0,h264,People & Blogs
ai5x-RxaVvo,44,869,822,640,480,30,0,h264,People & Blogs
HITO-Sb_yt0,139,783,694,600,480,25,0,h264,News & Politics
uf1c-lQ-ToI,291,6147,5993,1920,1080,25,25,h264,People & Blogs
OvN3-CX_1OE,581,305,244,320,240,29.97,0,h264,Film & Animation
iwpf-WRelvU,31,400,270,320,240,14,0,h264,Music
Pnqp-taEdvw,281,806,687,640,480,29.97,0,h264,Entertainment
FzzOMkqoHPY,151,347,233,640,480,25,0,h264,Music
ZqH2-3L99Ec,34,404,273,424,238,24,0,h264,People & Blogs
rdOh-v6clNQ,108,263,163,854,480,30,0,h264,Music
tWPp-UwbYDM,588,1170,976,926,720,6,6,h264,Gaming
CWgR-hG59_U,171,2299,2144,1266,720,25,25,h264,Film & Animation
uwbi-cswWig,829,518,390,640,480,29.97,0,h264,People & Blogs
KdI5-WSkv7I,201,2910,2716,1920,1080,29.97,29.97,h264,Gaming
PJDH-MBAXpE,1049,2321,2127,1280,720,30,30,h264,Gaming
974m-fpf9lY,435,436,341,640,480,10,0,h264,Music
k4zD-7ICg8w,19,1188,1179,1280,720,29.97,29.97,h264,Autos & Vehicles
zKOe-yZSemc,245,462,333,640,480,25,0,h264,People & Blogs
jspm--l_X6U,319,744,641,720,480,23.98,0,h264,Music
i9n6RWKyLKU,329,338,220,320,212,15,0,h264,Film & Animation
rcZp-SN3jAo,11,949,828,626,360,30,0,h264,Gaming
r0YT-kSkFwU,197,408,280,640,480,6,0,h264,Music
PICY-PDInaM,308,515,389,572,480,30,0,h264,Gaming
nSnY-mMJRyE,9,333,280,320,240,15,0,h264,Entertainment
h7lk-VCTyno,215,659,566,640,480,30,0,h264,Sports
3dBn-FNDBm4,115,528,402,638,480,15,0,h264,People & Blogs
LrpF-rHyB-o,213,285,282,192,144,13,0,h264,Comedy
LO8T-dsZJ8g,97,618,500,480,360,29.97,29.97,h264,Travel & Events
5YZu-pQB9xk,35,671,560,480,360,30,30,h264,People & Blogs
vaRB-A-pcQI,37,184,127,176,132,6,0,h264,Education
6Mrq-xRTqms,26,888,821,640,480,29.97,0,h264,Sports
l2sDV7dxkgA,199,825,717,640,480,29.92,0,h264,Music
wl0f-aa2frk,362,420,291,192,144,18,0,h264,People & Blogs
_Fub-FU6v1I,8,264,206,320,240,15,0,h264,People & Blogs
XZ0e-cLU6W4,134,576,0,320,240,12,0,h264,People & Blogs
TuP4-Oj_8qg,43,260,149,320,240,29.97,29.97,h264,Entertainment
HUX1-nhe5Bc,153,3177,3019,1280,720,29.97,29.97,h264,Gaming
KTvM-HJj_aA,30,911,824,640,480,30,0,h264,People & Blogs
E0aS-ZhX9-E,21,601,504,480,360,29.97,29.97,h264,Travel & Events
bASYOJCnpUc,300,766,644,640,352,25,0,h264,People & Blogs
zbMU-5WiWto,33,601,500,176,144,15,15,h264,Comedy
Zuie-1SQ4j8,57,358,294,320,240,15,0,h264,Entertainment
_Ee-1FbtIAE,910,667,543,640,360,25,0,h264,Entertainment
